2025-11-23 11:16:38.125 [main] INFO  c.f.r.RagChatBotApplication - Starting RagChatBotApplication using Java 23 with PID 14360 (C:\Users\quang\Downloads\med-connect\rag-chat-bot\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:16:38.156 [main] DEBUG c.f.r.RagChatBotApplication - Running with Spring Boot v3.5.4, Spring v6.2.9
2025-11-23 11:16:38.158 [main] INFO  c.f.r.RagChatBotApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:16:41.041 [main] INFO  com.fyp.authservice.AuthService - Starting AuthService using Java 23 with PID 5212 (C:\Users\quang\Downloads\med-connect\authservice\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:16:41.074 [main] INFO  com.fyp.authservice.AuthService - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:16:42.139 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2025-11-23 11:16:42.143 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:16:42.144 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.43]
2025-11-23 11:16:42.278 [main] INFO  o.a.c.c.C.[.[localhost].[/chatbot] - Initializing Spring embedded WebApplicationContext
2025-11-23 11:16:42.998 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-23 11:16:43.735 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@34d5eac
2025-11-23 11:16:43.738 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-23 11:16:47.340 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-11-23 11:16:47.348 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:16:47.350 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.41]
2025-11-23 11:16:47.431 [main] INFO  c.f.n.NotificationServiceApplication - Starting NotificationServiceApplication using Java 23 with PID 26704 (C:\Users\quang\Downloads\med-connect\notification_service\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:16:47.480 [main] DEBUG c.f.n.NotificationServiceApplication - Running with Spring Boot v3.5.4, Spring v6.2.9
2025-11-23 11:16:47.485 [main] INFO  c.f.n.NotificationServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:16:47.545 [main] INFO  o.a.c.c.C.[.[localhost].[/identity] - Initializing Spring embedded WebApplicationContext
2025-11-23 11:16:50.292 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-23 11:16:50.653 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@4518497e
2025-11-23 11:16:50.657 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-23 11:16:52.771 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8085"]
2025-11-23 11:16:52.776 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:16:52.777 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.43]
2025-11-23 11:16:52.935 [main] INFO  o.a.c.c.C.[.[.[/notifications] - Initializing Spring embedded WebApplicationContext
2025-11-23 11:16:54.886 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/23+37-2369"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, transportSettings=null, commandListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsCommandListener@75c0cd39], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@7cf66cf9, com.mongodb.Jep395RecordCodecProvider@38f63756, com.mongodb.KotlinCodecProvider@3d7caf9c]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsConnectionPoolListener@4e26040f], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
2025-11-23 11:16:54.924 [cluster-ClusterId{value='69228ab67e195c3f02a3712a', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=53238800, minRoundTripTimeNanos=0}
2025-11-23 11:16:58.766 [main] WARN  io.qdrant.client.QdrantGrpcClient - Qdrant client version 1.13.0 is incompatible with server version 1.15.4. Major versions should match and minor version difference must not exceed 1. Set checkCompatibility=false to skip version check.
2025-11-23 11:17:00.804 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8085"]
2025-11-23 11:17:01.227 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-11-23 11:17:01.325 [main] INFO  com.fyp.authservice.AuthService - Started AuthService in 21.43 seconds (process running for 22.9)
2025-11-23 11:17:01.641 [main] INFO  c.f.n.NotificationServiceApplication - Started NotificationServiceApplication in 16.322 seconds (process running for 18.975)
2025-11-23 11:17:01.703 [main] INFO  c.c.socketio.SocketIOServer - Session store / pubsub factory used: MemoryStoreFactory (local session store only)
2025-11-23 11:17:02.228 [nioEventLoopGroup-2-1] INFO  c.c.socketio.SocketIOServer - SocketIO server started at port: 9092
2025-11-23 11:17:02.228 [main] INFO  c.f.n.NotificationServiceApplication - Socket.IO server started successfully on port: 9092
2025-11-23 11:17:02.577 [RMI TCP Connection(3)-192.168.1.4] INFO  o.a.c.c.C.[.[localhost].[/identity] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-23 11:17:02.851 [RMI TCP Connection(3)-192.168.1.4] INFO  o.a.c.c.C.[.[.[/notifications] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-23 11:17:02.974 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
2025-11-23 11:17:03.495 [main] INFO  c.f.r.RagChatBotApplication - Started RagChatBotApplication in 26.551 seconds (process running for 27.986)
2025-11-23 11:17:03.760 [RMI TCP Connection(1)-192.168.1.4] INFO  o.a.c.c.C.[.[localhost].[/chatbot] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-23 11:17:03.821 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up 8f18eb05-0226-43bd-80d8-28744b7af2b6
2025-11-23 11:17:03.827 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up 9c45897f-7260-43d3-b838-bdbfadc4542e
2025-11-23 11:17:03.833 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up ebca4a6f-81ac-400e-829c-5e9090538d36
2025-11-23 11:17:03.838 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up d6bb351c-1de8-48c5-9b27-c14e1902455c
2025-11-23 11:17:03.843 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up 2fae8c4c-dfcc-450d-9b45-ee5e88f4c8ae
2025-11-23 11:17:03.849 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up b7a4e60e-d7d9-4ba5-a47b-ab0d75216862
2025-11-23 11:17:03.853 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up 7c270eed-0323-4944-85ac-9b25df4d79e3
2025-11-23 11:17:03.858 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up c0229079-1bed-43d6-8123-40a746b8e3db
2025-11-23 11:17:03.863 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up cece86f2-fa9a-4816-a010-cab9e084efe9
2025-11-23 11:17:03.868 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up 18af3e6c-ba0b-459b-880e-24614f94f0f2
2025-11-23 11:17:03.874 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up c2bec66c-8a71-43bb-a9ec-9cc2d5d898a3
2025-11-23 11:17:03.881 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up 8386b184-0d9a-499d-978f-1edf79f0f02e
2025-11-23 11:17:03.886 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up 7dac69ff-f870-46bd-a3b3-7f951f11dd2f
2025-11-23 11:17:03.891 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Clean up ea6d5a3d-8433-48cd-8a1b-3d765f3662b5
2025-11-23 11:17:03.928 [scheduling-1] INFO  c.f.r.schedule.SessionCleanService - Cleaned up 14 inactive sessions older than 2 hours
2025-11-23 11:17:10.323 [main] INFO  c.f.a.AppointmentServiceApplication - Starting AppointmentServiceApplication using Java 23 with PID 5720 (C:\Users\quang\Downloads\med-connect\appointment_service\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:17:10.369 [main] INFO  c.f.a.AppointmentServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:17:17.705 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
2025-11-23 11:17:17.708 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:17:17.710 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.42]
2025-11-23 11:17:17.892 [main] INFO  o.a.c.c.C.[.[.[/appointment] - Initializing Spring embedded WebApplicationContext
2025-11-23 11:17:17.985 [main] INFO  com.profile.vnpay.VnpayApplication - Starting VnpayApplication using Java 23 with PID 21208 (C:\Users\quang\Downloads\med-connect\vnpay\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:17:18.029 [main] INFO  com.profile.vnpay.VnpayApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:17:19.504 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-23 11:17:19.804 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@5c194652
2025-11-23 11:17:19.808 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-23 11:17:21.807 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8083"]
2025-11-23 11:17:21.810 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:17:21.812 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.42]
2025-11-23 11:17:21.905 [main] INFO  o.a.c.c.C.[.[localhost].[/payment] - Initializing Spring embedded WebApplicationContext
2025-11-23 11:17:23.545 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-23 11:17:23.854 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@68303c3e
2025-11-23 11:17:23.858 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-23 11:17:25.541 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
2025-11-23 11:17:25.950 [main] INFO  c.f.v.VideoCallServiceApplication - Starting VideoCallServiceApplication using Java 23 with PID 19176 (C:\Users\quang\Downloads\med-connect\video_call_service\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:17:26.012 [main] INFO  c.f.v.VideoCallServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:17:26.174 [main] INFO  c.f.a.AppointmentServiceApplication - Started AppointmentServiceApplication in 17.634 seconds (process running for 19.191)
2025-11-23 11:17:26.841 [RMI TCP Connection(4)-192.168.1.4] INFO  o.a.c.c.C.[.[.[/appointment] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-23 11:17:28.853 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8083"]
2025-11-23 11:17:28.912 [main] INFO  com.profile.vnpay.VnpayApplication - Started VnpayApplication in 14.048 seconds (process running for 16.103)
2025-11-23 11:17:28.925 [main] INFO  c.c.socketio.SocketIOServer - Session store / pubsub factory used: MemoryStoreFactory (local session store only)
2025-11-23 11:17:29.407 [nioEventLoopGroup-2-1] INFO  c.c.socketio.SocketIOServer - SocketIO server started at port: 9093
2025-11-23 11:17:29.659 [RMI TCP Connection(2)-192.168.1.4] INFO  o.a.c.c.C.[.[localhost].[/payment] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-23 11:17:29.883 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8095"]
2025-11-23 11:17:29.888 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:17:29.889 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
2025-11-23 11:17:29.976 [main] INFO  o.a.c.c.C.[.[.[/video-call] - Initializing Spring embedded WebApplicationContext
2025-11-23 11:17:31.528 [main] INFO  c.f.p.ProfileServiceApplication - Starting ProfileServiceApplication using Java 23 with PID 9904 (C:\Users\quang\Downloads\med-connect\profile_service\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:17:31.553 [main] INFO  c.f.p.ProfileServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:17:33.356 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-23 11:17:33.670 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@b9c9bf5
2025-11-23 11:17:33.674 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-23 11:17:35.740 [main] INFO  c.f.v.c.SocketIOConfiguration - Registered 6 WebRTC event listeners
2025-11-23 11:17:35.742 [main] INFO  c.f.v.c.SocketIOConfiguration - SocketIOServer configured with all listeners
2025-11-23 11:17:36.090 [main] INFO  c.f.s.SearchServiceApplication - Starting SearchServiceApplication using Java 23 with PID 28028 (C:\Users\quang\Downloads\med-connect\search_service\target\classes started by quang in C:\Users\quang\Downloads\med-connect)
2025-11-23 11:17:36.132 [main] INFO  c.f.s.SearchServiceApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-23 11:17:36.968 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-11-23 11:17:36.975 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:17:36.978 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.41]
2025-11-23 11:17:37.183 [main] INFO  o.a.c.c.C.[.[localhost].[/profile] - Initializing Spring embedded WebApplicationContext
2025-11-23 11:17:38.676 [main] INFO  o.n.driver.internal.DriverFactory - Direct driver instance 1453795463 created for server address localhost:7687
2025-11-23 11:17:41.325 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.4.0"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/23+37-2369"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, transportSettings=null, commandListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsCommandListener@4d529bc0], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@6a9f8c2f, com.mongodb.Jep395RecordCodecProvider@662b199, com.mongodb.KotlinCodecProvider@3a678e40]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsConnectionPoolListener@3180131e], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
2025-11-23 11:17:41.341 [cluster-ClusterId{value='69228ae595d03a6f73d201d3', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=32721400, minRoundTripTimeNanos=0}
2025-11-23 11:17:41.741 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8087"]
2025-11-23 11:17:41.744 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-23 11:17:41.746 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.46]
